label	name
0	100
0	1000
0	1003
0	1030
0	1129
0	1161
0	1164
0	117
0	1180
0	124
0	1276
0	137
0	143
0	15
0	16284
0	165
0	168
0	16828
0	16851
0	17696
0	17958
0	183
0	191
0	196
0	197
0	228
0	23
0	234
0	237
0	239
0	243
0	244
0	250
0	251
0	255
0	256
0	271
0	308
0	336
0	357
0	363
0	370
0	392
0	404
0	426
0	447
0	466
0	472
0	498
0	505
0	520
0	524
0	602
0	617
0	629
0	654
0	672
0	68
0	680
0	730
0	731
0	747
0	763
0	773
0	783
0	792
0	795
0	803
0	816
0	829
0	83
0	854
0	905
0	907
0	91
0	918
0	952
0	970
0	971
0	990
1	1326
1	1419
1	1495
1	1512
1	1561
1	1578
1	1650
1	1652
1	1668
1	1673
1	1712
1	1715
1	1716
1	1739
1	1753
1	1755
1	1796
1	1811
1	1829
1	1839
1	1870
1	1902
1	1918
1	1926
1	1928
1	1940
1	1977
1	2007
1	2018
1	2040
1	2048
1	2049
1	2063
1	2069
1	2079
1	2130
1	2141
1	2144
1	2156
1	2182
1	2193
1	2202
1	2207
1	2212
1	2221
1	2236
1	2239
1	2262
1	2263
1	2265
1	2268
1	2280
1	2294
1	2300
1	2304
1	2313
1	2315
1	2356
1	2365
1	2378
1	2382
1	2386
1	2393
1	2414
1	2420
1	2424
1	2440
1	2446
1	2457
1	2460
1	2464
1	2498
1	2527
1	2534
1	2555
1	2602
1	2609
1	2626
1	2634
1	2647
1	2681
1	2689
1	2702
1	2719
2	15461
2	15510
2	15561
2	15576
2	15588
2	15596
2	15599
2	15614
2	15622
2	15637
2	15669
2	15693
2	15697
2	15699
2	15740
2	15750
2	15762
2	15791
2	15799
2	15837
2	15867
2	15869
2	15929
2	15952
2	15965
2	15968
2	15972
2	16019
2	16031
2	16048
2	16074
2	16093
2	16156
2	16183
2	16195
2	16227
2	16228
2	16261
2	16266
2	16268
2	16309
2	16325
2	16342
2	16375
2	16379
2	16382
2	16416
2	16418
2	16427
2	16442
2	16447
2	16483
2	16499
2	16500
2	16532
2	16554
2	16557
2	16578
2	16581
2	16590
2	16597
2	16607
2	16628
2	16639
2	16660
2	16669
2	16705
2	16715
2	16725
2	16734
2	16747
2	16792
2	16793
2	16796
2	16826
2	16829
2	16831
2	16839
2	16846
2	16860
2	16920
2	16949
2	16975
2	16980
2	16988
2	16993
2	17002
2	17003
2	17008
2	17020
2	17036
2	17049
2	17050
2	17069
2	17075
2	17095
2	17097
2	17114
2	17117
2	17119
2	17147
2	17156
2	17162
2	17182
2	17192
2	17194
2	17210
2	17214
2	17218
2	17237
2	17249
2	17255
2	17271
2	17282
2	17292
2	17316
2	17341
2	17355
2	17356
2	17372
2	17375
2	17382
2	17388
2	17410
2	17427
2	17434
2	17452
2	17458
2	17468
2	17486
2	17531
2	17540
2	17547
2	17566
2	17585
2	17598
2	17622
2	17641
2	17656
2	17659
2	17661
2	17664
2	17703
2	17709
2	17718
2	17744
2	17770
2	17794
2	17795
2	17833
2	17859
2	17956
2	17968
2	17979
2	17999
2	18031
2	18040
2	18085
2	18121
2	18133
2	18185
2	18234
2	18280
2	18297
2	18351
2	18368
2	18388
2	18389
2	18411
2	18412
2	18462
2	18474
2	18490
2	18498
2	18510
2	18515
2	18583
2	18620
2	18622
2	18640
2	18690
2	18697
2	18701
3	25483
3	25507
3	25510
3	25515
3	25529
3	25536
3	25558
3	25559
3	25565
3	25583
3	25587
3	25623
3	25647
3	25658
3	25660
3	25665
3	25670
3	25678
3	25683
3	25688
3	25690
3	25704
3	25714
3	25718
3	25726
3	25796
3	25801
3	25838
3	25928
3	26033
3	26076
3	26085
3	26097
3	26099
3	26108
3	26116
3	26117
3	26151
3	26164
3	26165
3	26172
3	26181
3	26228
3	26233
3	26239
3	26243
3	26246
3	26262
3	26264
3	26281
3	26286
3	26341
3	26369
3	26371
3	26388
3	26394
3	26395
3	26402
3	26419
3	26426
3	26445
3	26475
3	26499
3	26526
3	26543
3	26550
3	26592
3	26611
3	26625
3	26628
3	26633
3	26635
3	26653
3	26721
3	26735
3	26742
3	26773
4	38992
4	38997
4	39003
4	39009
4	39010
4	39022
4	39043
4	39052
4	39056
4	39079
4	39086
4	39094
4	39126
4	39185
4	39197
4	39211
4	39213
4	39241
4	39259
4	39261
4	39275
4	39285
4	39316
4	39341
4	39362
4	39374
4	39377
4	39396
4	39416
4	39417
4	39429
4	39452
4	39456
4	39461
4	39502
4	39503
4	39526
4	39531
4	39553
4	39557
4	39627
4	39630
4	39660
4	39675
4	39714
4	39733
4	39748
4	39782
4	39809
4	39834
4	39850
4	39855
4	39883
4	39887
4	39894
4	39896
4	39937
4	39942
4	39956
5	115744
5	115749
5	115761
5	115766
5	115767
5	115773
5	115795
5	115807
5	115809
5	115849
5	115874
5	115879
5	115903
5	115905
5	115933
5	115941
5	115960
5	115964
5	115985
5	115991
5	116005
5	116011
5	116013
5	116045
5	116050
5	116076
5	116125
5	116148
5	116155
5	116168
5	116177
5	116178
5	116179
5	116207
5	116228
5	116246
5	116247
5	116248
5	116259
5	116290
5	116299
5	116340
5	116367
5	116376
5	116425
5	116438
5	116440
5	116458
5	116465
5	116486
5	116489
5	116497
5	116521
5	116528
5	116548
5	116549
5	116594
5	116628
5	116671
5	116693
5	116708
6	67479
6	67499
6	67511
6	67512
6	67534
6	67552
6	67559
6	67563
6	67573
6	67575
6	67580
6	67604
6	67649
6	67662
6	67688
6	67723
6	67756
6	67762
6	67810
6	67823
6	67826
6	67839
6	67900
6	67956
6	67965
6	67985
6	67987
6	68000
6	68008
6	68013
6	68017
6	68032
6	68058
6	68059
6	68065
6	68075
6	68077
6	68101
6	68103
6	68126
6	68133
6	68139
6	68174
6	68179
6	68210
6	68224
6	68236
6	68244
6	68277
6	68283
6	68312
6	68321
6	68326
7	77632
7	77639
7	77653
7	77655
7	77669
7	77675
7	77703
7	77711
7	77726
7	77787
7	77802
7	77824
7	77861
7	77867
7	77883
7	77918
7	77924
7	77959
7	77963
7	77969
7	77982
7	77994
7	78063
7	78066
7	78078
7	78083
7	78088
7	78109
7	78145
7	78147
7	78152
7	78231
7	78239
7	78242
7	78281
7	78282
7	78286
7	78302
7	78305
7	78324
7	78332
7	78334
7	78344
7	78371
7	78400
7	78403
7	78419
7	78426
7	78429
7	78432
7	78486
7	78487
7	78489
7	78502
7	78515
7	78517
7	78523
8	85940
8	85942
8	85947
8	85963
8	85965
8	85971
8	85972
8	85984
8	85989
8	86037
8	86050
8	86059
8	86068
8	86075
8	86099
8	86111
8	86136
8	86167
8	86192
8	86196
8	86222
8	86258
8	86319
8	86327
8	86343
8	86384
8	86399
8	86412
8	86420
8	86422
8	86430
8	86433
8	86436
8	86472
8	86476
8	86496
8	86512
8	86549
8	86566
8	86590
8	86645
8	86668
8	86672
8	86678
8	86681
8	86684
8	86686
9	100002
9	100023
9	100038
9	100040
9	100054
9	100065
9	100094
9	100121
9	100157
9	100159
9	100192
9	100210
9	100214
9	100217
9	100237
9	100240
9	100242
9	100265
9	100277
9	100298
9	100302
9	100310
9	100398
9	100410
9	100421
9	100471
9	100508
9	100511
9	100557
9	100572
9	100582
9	100590
9	100591
9	100601
9	100602
9	100625
9	100628
9	100641
9	100651
9	99924
9	99939
9	99940
9	99957
9	99958
9	99973
9	99993
10	2727
10	2782
10	2798
10	2803
10	2804
10	2848
10	2849
10	2865
10	2891
10	2933
10	2956
10	2957
10	2985
10	2991
10	3011
10	3025
10	3034
10	3042
10	3062
10	3063
10	3068
10	3077
10	3106
10	3120
10	3124
10	3175
10	3183
10	3232
10	3269
10	3285
10	3305
10	3312
10	3328
10	3366
10	3391
10	3394
10	3395
10	3400
10	3423
10	3451
10	3460
10	3468
10	3471
10	3488
10	3502
10	3511
10	3526
10	3532
10	3613
10	3615
10	3624
10	3630
10	3637
10	3645
10	3656
10	3657
10	3679
10	3684
10	3695
11	7511
11	7540
11	7551
11	7576
11	7594
11	7600
11	7621
11	7623
11	7630
11	7635
11	7655
11	7666
11	7667
11	7673
11	7723
11	7736
11	7747
11	7791
11	7807
11	7865
11	7871
11	7877
11	7890
11	7899
11	7906
11	7908
11	7914
11	7929
11	7944
11	7945
11	7993
11	7994
